date,close,high,low,open,volume
2015-01-01,490.8254699707031,492.7107986925842,477.7996242525424,482.0416008005596,76888
2015-01-02,510.9641723632813,515.4632279689957,487.6119313621921,490.6113017660017,154932
2015-01-05,508.6930236816406,516.3200124219297,505.0080946348692,507.75038565974006,83424
2015-01-06,485.2980651855469,505.5866507707184,481.3132192035409,505.5866507707184,86444
2015-01-07,482.7056884765625,492.7535552685764,471.8008066748812,491.89659256376143,116872
2015-01-08,491.6824340820313,500.0378218507455,488.0617869708663,491.8966747940496,101548
2015-01-09,507.4719543457031,509.4644033901607,493.6320359981717,499.9092468958023,162720
2015-01-12,487.6975402832031,513.6849493446782,462.2028953247544,510.3213805968469,193158
2015-01-13,491.8752136230469,504.751100913802,486.3264002862184,486.3264002862184,249708
2015-01-14,482.2986450195313,493.9962079587253,480.0062800302357,492.79643913757707,165978
2015-01-15,478.2065734863281,494.0603815100568,472.1221076726922,488.4686796500195,110394
2015-01-16,470.0654602050781,480.7560483803667,467.9016085841002,480.7560483803667,169326
2015-01-19,476.36431884765625,481.95602347633934,466.18788298290985,479.2351240433412,171518
2015-01-20,488.3831481933594,492.2823186923536,478.2281070575626,478.2281070575626,175718
2015-01-21,480.86322021484375,491.8751705644736,476.0428047749533,488.4687645755597,80720
2015-01-22,490.95404052734375,492.32516017333177,477.7567916390469,480.7989993131752,176376
2015-01-23,489.86138916015625,494.7674805547512,483.3270474285207,494.7674805547512,90246
2015-01-27,506.4435729980469,518.0340158629962,486.3478370553544,486.3478370553544,267958
2015-01-28,519.2980346679688,524.0327752683392,506.46503709499336,507.7076436706656,269400
2015-01-29,487.7832336425781,505.6080493273855,471.3295375085797,505.6080493273855,426094
2015-01-30,471.2009582519531,492.9678335360253,459.8462015472989,490.0541391955299,467506
2015-02-02,488.3755798339844,494.9613108217407,473.48241616165353,473.48241616165353,265540
2015-02-03,488.6768493652344,490.6998892948222,479.29326906121446,488.3324775482244,148272
2015-02-04,484.1788024902344,493.4762648541108,471.330222015284,493.1965218258296,179662
2015-02-05,476.5384521484375,490.2264174460423,473.9558211521922,485.9220324523002,104910
2015-02-06,464.29241943359375,483.9849774536296,460.56911653416967,476.4953383208653,109608
2015-02-09,473.9987182617188,487.6866796252757,456.2431352656529,464.2923644167843,139496
2015-02-10,490.8720397949219,494.7459860099127,463.6037733348215,467.4561766088924,180430
2015-02-11,491.9480895996094,497.414636614704,481.7682102742529,488.9780539392909,69760
2015-02-12,495.6500549316406,498.060500617082,487.600874014959,495.0043970224809,47062
2015-02-13,494.5306701660156,501.8911560278285,488.9780045005259,497.1347908644395,54246
2015-02-16,487.1487121582031,495.8650907057654,484.7597577609986,493.4331029726327,664550
2015-02-18,492.78753662109375,498.8997952244756,480.06810968756616,480.06810968756616,101052
2015-02-19,483.1025695800781,492.722858144687,478.217103825624,491.7759146001579,180444
2015-02-20,481.5530395507813,491.302481430103,478.9058324447224,484.6521755252471,55650
2015-02-23,480.7135925292969,485.2331954133172,477.7865905964328,482.0909742954997,52594
2015-02-24,473.8266906738281,482.2417312694671,470.5122829154202,479.0995619522529,77702
2015-02-25,474.8381652832031,478.04491057406375,472.1909584259387,473.5468499912452,23982
2015-02-26,460.97802734375,475.9788490467026,457.5345198159569,475.9788490467026,82740
2015-02-27,449.0118408203125,461.9249932042907,443.39459851578135,459.27778645682486,195190
2015-03-02,455.6837463378906,464.0127211295617,451.960442658664,464.0127211295617,95064
2015-03-03,465.4976806640625,468.0157878475634,454.1341466443358,456.2647961370944,103392
2015-03-04,470.9857482910156,485.53458945349047,460.6767680519487,465.34701489742616,139160
2015-03-05,474.257080078125,478.21709259062703,463.7543719463218,472.6213930373614,53020
2015-03-09,469.8881530761719,485.0611087171755,467.0257268223801,476.0433914978993,91032
2015-03-10,473.094970703125,483.8129004477763,465.9927350648792,469.1779906477546,209304
2015-03-11,464.33544921875,476.21553919522535,461.8604282843279,471.3300735986385,141704
2015-03-12,470.9642639160156,476.925826235204,466.8535554972972,466.8535554972972,78028
2015-03-13,468.6614074707031,475.16101758598137,463.84046528291753,472.5998772707888,92152
2015-03-16,489.75286865234375,499.3085808194911,470.4692058928481,470.4692058928481,334906
2015-03-17,488.4400634765625,501.03038897265367,482.5215343972034,491.991180924178,294300
2015-03-18,491.1517639160156,498.7489597427729,482.5214528629208,490.2693441666965,415390
2015-03-19,493.260986328125,504.8397926810222,490.7429315696566,490.7429315696566,175644
2015-03-20,487.21331787109375,499.5238476844225,482.95196648162175,496.5107783748224,231840
2015-03-23,490.247802734375,495.8650449643623,486.8258384155327,494.5737297431009,130956
2015-03-24,481.6176452636719,494.5738335270377,478.3678135907023,490.6998870503246,68838
2015-03-25,494.3800048828125,495.2193386766305,485.5344754691345,490.1832308262309,232620
2015-03-26,488.2679443359375,505.7652813880299,484.2433545204542,497.1565106409996,146030
2015-03-27,489.9465026855469,496.2954690063128,482.24164491295227,494.4876487663741,50168
2015-03-30,493.3039855957031,498.29706089394784,486.976509124379,487.2993379481072,1049674
2015-03-31,498.7060852050781,502.1065602021272,489.4086231888715,497.5869555024938,200888
2015-04-01,514.5891723632812,521.2609684081418,500.9873277096071,505.3132026511498,282248
2015-04-06,535.0995483398438,542.352425425071,529.5684249861246,529.5684249861246,337792
2015-04-07,533.8297729492188,538.4785294729637,525.3716989937033,538.4354961344354,132864
2015-04-08,543.5361938476562,552.2525731194163,536.8859403096693,537.1872262299545,228312
2015-04-09,532.3877563476562,543.7943746293354,522.9826872543432,542.3524164119115,324902
2015-04-10,535.5945434570312,537.1871445829253,524.5752779434055,532.452321994454,102734
2015-04-13,548.7229614257812,559.5699894342346,538.908943670509,538.908943670509,237428
2015-04-15,561.1627807617188,574.0759387377691,558.1066772161416,570.3311439422242,273530
2015-04-16,563.6160888671875,570.3309178439963,542.9550442962352,563.2286837727314,157378
2015-04-17,551.4993286132812,568.1572775605248,547.3240961770895,560.0004889958079,112694
2015-04-20,532.0219116210938,554.835148931707,524.7044581441046,552.898175952504,239874
2015-04-21,505.5714721679688,538.048030256766,501.8912026235113,538.048030256766,153540
2015-04-22,521.7991943359375,529.4610224552661,502.3003046829004,509.6393038513096,266066
2015-04-23,522.4445190429688,534.6044017724962,517.4084116379706,525.9956352383175,238784
2015-04-24,524.058837890625,528.8582373459726,507.5299901128794,518.6783570087911,88176
2015-04-27,503.591552734375,529.8913897659615,497.3932797456469,525.1780561903971,117852
2015-04-28,512.6736450195312,521.260869540709,488.5475532028941,500.0833226132012,180702
2015-04-29,523.197998046875,569.4485939690136,516.5262012803373,542.3525113443542,596034
2015-04-30,517.3224487304688,533.1840953527781,507.9389218996775,531.5054274064773,144080
2015-05-04,504.3016662597656,525.1348972837063,495.4346448963491,518.6783206777591,492200
2015-05-05,508.21868896484375,513.9005083896062,496.08034492644657,496.08034492644657,175008
2015-05-06,516.4400024414062,525.1348369204585,509.9188503102426,525.1348369204585,578268
2015-05-07,518.764404296875,524.274037531457,507.529971144238,520.4000914413231,309660
2015-05-08,515.4930419921875,528.0618753997244,510.0695284014792,518.6782968133185,115478
2015-05-11,513.87890625,522.9826895019324,506.92731513593554,515.6652362331811,129910
2015-05-12,507.65911865234375,512.2217557155122,501.9127758511773,512.2217557155122,124464
2015-05-13,543.7728881835938,556.9873269317847,508.0679889842416,512.6521687602439,622104
2015-05-14,539.9205322265625,553.0704496689602,536.3048382490997,550.8321379001675,133584
2015-05-15,541.2979125976562,547.0872889335411,532.0003997200342,539.9204779836066,230484
2015-05-18,527.9112548828125,535.8959097361442,506.3032641181844,509.0365379683277,735558
2015-05-19,548.7659912109375,555.2656013066282,529.4392942691106,529.4392942691106,347944
2015-05-20,536.1542358398438,551.714599596431,529.547014748203,549.2395779871628,171722
2015-05-21,536.1971435546875,540.2002420631756,531.3762540454105,540.2002420631756,116150
2015-05-22,533.3133544921875,540.157337830986,531.50553363006,532.0220388638771,122908
2015-05-25,532.1942138671875,535.9820414395642,529.4393967412441,535.400959927504,33310
2015-05-26,533.6575927734375,538.1986867368003,532.0219057028041,537.1871669232197,25216
2015-05-27,533.4423828125,534.1956500868816,530.3862278357186,533.6576020337519,70786
2015-05-28,533.2486572265625,535.8958641727936,529.439287496013,533.7221290074419,291322
2015-05-29,518.5707397460938,532.4308372758612,516.4831237034707,530.7306263597706,561012
2015-06-01,526.2755737304688,534.6045471078178,503.2040836555008,525.1349013458436,179044
2015-06-02,520.8519897460938,534.3892559617784,518.6782548803408,526.2755028983336,354714
2015-06-03,518.0756225585938,529.8911875907401,512.2216711117801,524.7043841052604,279496
2015-06-04,520.8948974609375,529.0732248187787,513.0824321340419,521.8848739832769,1046710
2015-06-05,530.1065063476562,535.422410819074,516.5261519192757,516.5261519192757,159268
2015-06-08,529.0088500976562,537.9189049117418,520.2709286269543,535.4654267872127,80418
2015-06-09,534.1956176757812,537.1871436521768,525.1133250549937,531.9142730514242,74928
2015-06-10,546.5492553710938,550.9612497538885,533.7867440379647,535.8959030809307,151178
2015-06-11,554.1248779296875,563.4438800372199,547.6683017642496,552.9411722993572,173552
2015-06-12,551.2194213867188,555.3301292499181,540.7382565349703,555.2655529791934,81442
2015-06-15,553.2092895507812,557.9889837492191,548.9054421533015,557.9889837492191,53822
2015-06-16,543.4337158203125,549.2515400110985,537.6808374356369,546.3101814133845,46688
2015-06-17,561.1248168945312,573.019927678574,542.8712498301438,548.4727445151402,253226
2015-06-18,578.6214599609375,591.9440060253113,574.858300334409,581.0870238554338,714102
2015-06-19,577.3021850585938,583.0767101664954,568.8025770541109,583.0767101664954,289036
2015-06-22,582.31982421875,588.2673804549675,577.8861913881151,579.140595627318,134408
2015-06-23,581.216796875,587.4022764292638,577.4536369904765,579.6163846945608,270752
2015-06-24,582.3414306640625,586.1045903078189,580.4597980407301,584.1581174986785,271476
2015-06-25,581.4329833984375,592.592780978317,576.1559009219842,585.6719893756506,334622
2015-06-26,579.637939453125,582.9901978517498,573.1929417780597,579.6162908590059,99510
2015-06-29,559.7190551757812,576.5668371456921,552.3657136471968,576.5668371456921,137878
2015-06-30,562.9415283203125,568.8025951936495,554.0959121240038,558.8539566465362,370882
2015-07-01,572.2197265625,577.886114278443,569.7974599970721,569.8839487738388,196892
2015-07-02,569.429931640625,586.0614963715027,567.072557309392,580.4815956591946,181504
2015-07-03,571.7007446289062,575.2044383814399,567.0724853579346,574.2095532514556,332160
2015-07-06,570.9220581054688,583.725511904098,560.1299171085509,570.9653024923374,440282
2015-07-07,573.0632934570312,575.3125829262542,570.8789497857647,575.2909343269355,248730
2015-07-08,569.6677856445312,575.2909300738243,565.3422899296905,575.2692814746655,134984
2015-07-09,558.810791015625,575.2692702073592,556.2587380335616,568.8026753609124,133490
2015-07-10,574.728515625,575.3124997075168,562.3143657479161,564.3906245266439,377988
2015-07-13,575.1612548828125,576.1561402094685,572.8687733931923,576.1561402094685,157062
2015-07-14,574.5771484375,577.4536133263456,573.5606676185275,577.4536133263456,173636
2015-07-15,571.8304443359375,577.5400766686349,565.7747512794299,576.9777939942596,730598
2015-07-16,573.77685546875,575.5070532990364,567.0939874698475,575.2691299767931,163156
2015-07-17,576.783203125,586.5372170512675,573.1281803782665,575.7234777988473,342886
2015-07-20,578.0374755859375,581.7790390741017,575.3340413894965,579.5298029432424,159148
2015-07-21,571.5927124023438,581.3467281053545,564.4772917987259,581.3467281053545,102066
2015-07-22,574.9449462890625,579.6381520093184,572.7606023414312,576.5886560014018,210194
2015-07-23,574.2744140625,580.8275502304882,570.9870480803168,580.8275502304882,361380
2015-07-24,590.4517211914062,596.8966665558664,574.4257409575148,574.4257409575148,543766
2015-07-27,601.4169311523438,609.8948921423997,590.8194667144083,590.8194667144083,857298
2015-07-28,604.4446411132812,655.3124483238744,597.6103383534163,655.2692039370801,2137260
2015-07-29,614.78271484375,618.545874920233,605.5693880337946,613.2687913736655,823166
2015-07-30,621.1411743164062,627.1752196176284,615.5180299806727,618.4377395396114,483692
2015-07-31,623.5849609375,627.1967384919742,620.2759468948215,626.3316395423301,242066
2015-08-03,616.9886474609375,627.1535612068469,614.2203199655903,623.7364094298459,289038
2015-08-04,616.2965698242188,623.693155967207,610.543640156642,617.3779436112478,292072
2015-08-05,640.1949462890625,644.0662434214162,618.5458214188214,619.9299587797358,486050
2015-08-06,642.5306396484375,646.2289590285193,638.4647165516695,644.4987610123786,257156
2015-08-07,641.9035034179688,647.9375482493274,639.3082062343382,646.2289987240198,154670
2015-08-10,645.3638916015625,648.0889747309182,639.7623963707773,644.9313420763604,163410
2015-08-11,646.0560913085938,651.2466866637267,643.2445188245633,648.067457569001,209934
2015-08-12,646.0560913085938,646.0560913085938,646.0560913085938,646.0560913085938,0
2015-08-13,655.9180908203125,666.1262487473183,643.2660175892352,661.9305395998161,204214
2015-08-14,677.2860717773438,694.5880528900468,666.9913718947031,667.8564709503382,580960
2015-08-17,691.7116088867188,701.6170039335658,670.6031701703319,677.1563062752224,250532
2015-08-18,693.3336791992188,711.1114550142842,690.0246646055577,711.1114550142842,270558
2015-08-19,695.5181274414062,704.1907682819268,685.6776237691619,697.6592797015217,203590
2015-08-20,694.2636108398438,724.4122905095384,689.9164671519412,695.9721602805477,481146
2015-08-21,710.0084838867188,721.925245884547,685.1585317442316,698.1350190878723,378052
2015-08-24,638.075439453125,696.4047320729842,627.1968083887125,687.7537416124502,442354
2015-08-25,667.8997802734375,675.209878564505,601.2655507160938,654.0149496409555,760932
2015-08-26,679.124267578125,693.809299906312,658.4267346882675,668.245638630901,323500
2015-08-27,694.3068237304688,716.3019547143978,689.9164358511259,696.4046781945534,382926
2015-08-28,698.416015625,712.5171178539273,691.0194302130317,705.4017001590892,303948
2015-08-31,695.1072387695312,700.7303838249163,690.1761625452847,693.4635290942933,196370
2015-09-01,707.5645751953125,743.2931574743486,684.790830821575,692.0792801806862,997488
2015-09-02,703.109375,724.5854732064018,701.2277947997577,711.4143062017764,362134
2015-09-03,713.706787109375,724.5205263080019,704.2339410110857,711.392657481161,821388
2015-09-04,687.4725341796875,718.0105181823583,676.1397584511242,718.0105181823583,286276
2015-09-07,661.238525390625,689.9165838198339,655.2909686335574,689.9165838198339,279540
2015-09-08,663.7040405273438,679.1027939574242,637.426655347144,663.0552162019067,379834
2015-09-09,644.1094970703125,681.005993243538,641.0384059556476,674.5609946611555,294844
2015-09-10,612.338623046875,631.5221800801155,608.5538154607784,627.34806743916,453826
2015-09-11,614.7610473632812,636.2803874556811,611.4087883539124,614.0040856514883,417344
2015-09-14,630.851806640625,635.8477745613311,617.5725579115242,620.7085418336804,390280
2015-09-15,649.4730834960938,653.1065099081109,632.7766831186893,632.7766831186893,307686
2015-09-16,636.5831298828125,656.1776449494806,630.657222370694,654.0148972733123,375566
2015-09-18,612.8793334960938,662.189971377865,602.1088415037333,644.4554437186315,1719496
2015-09-21,621.9630126953125,624.9908595657105,603.4066263150107,614.0040903614033,417360
2015-09-22,606.045166015625,629.3595974005846,602.1089756574664,628.0619487461503,305608
2015-09-23,599.0595092773438,606.0019510361368,595.8370360829967,599.5569518459812,312348
2015-09-24,605.8720703125,612.9226483620163,601.0924299648608,606.4344057893768,358158
