date,open,high,low,close,volume
2015-01-01,378.7418449590769,386.7292559994326,378.27777341381847,381.9058837890625,93812
2015-01-02,383.8887235721358,390.93396483146,379.6840769829274,381.8215637207031,175303
2015-01-05,382.791893148388,392.0589763969776,382.4965845810244,387.55902099609375,217253
2015-01-06,387.5307721014383,395.1385188657078,376.8996138621934,379.4589538574219,303137
2015-01-07,378.2778573947542,385.8715522725852,376.87161462235775,381.2168884277344,38475
2015-01-08,383.6214908966728,386.7152028637186,377.1527862832298,379.079345703125,95531
2015-01-09,379.6840838585379,386.4340166898904,379.6840838585379,384.1137390136719,109725
2015-01-12,381.3715666701865,385.30901393500034,378.0528457916446,380.3309326171875,200003
2015-01-13,380.2887033490649,383.9027324065738,379.9652855403976,381.7793273925781,35609
2015-01-14,387.5590257401616,393.7183417821557,382.77781636273386,384.7043762207031,121581
2015-01-15,384.7887373165475,390.9339715606589,384.7887373165475,388.4871215820313,85015
2015-01-16,390.357411646207,390.9339472503107,384.46526873377707,385.4918212890625,375606
2015-01-19,390.87762149786175,395.09634850062656,386.71516671881415,388.4167175292969,136246
2015-01-20,395.1667207194005,395.1667207194005,386.7152373471543,390.3995666503906,84090
2015-01-21,391.7776830544999,400.7775923344586,389.3870787992801,392.3823547363281,201453
2015-01-22,393.7464274493671,407.5134913251347,392.9167472626669,405.60101318359375,343275
2015-01-23,407.5134218566456,407.80873033944295,397.9650606025126,400.6228637695313,97281
2015-01-27,401.90258622441314,407.6681565346448,398.26042097354247,401.15728759765625,87968
2015-01-28,401.3542471421314,404.9963863624361,399.9198681655981,402.3245544433594,75762
2015-01-29,404.9822598767098,405.558822295094,388.1214837319823,391.2011413574219,109393
2015-01-30,392.6215074637196,401.2136193680363,388.135606446759,393.3246154785156,1603212
2015-02-02,393.7463946237458,397.6697867574574,390.73703730868266,393.0292053222656,428053
2015-02-03,394.30899222492064,396.5448885182745,385.8012353029743,392.3683776855469,301893
2015-02-04,393.1980176752623,395.1526866639612,388.7683626701495,391.1871032714844,31621
2015-02-05,390.93385981083657,394.57602444011,382.79176807286063,385.15423583984375,371415
2015-02-06,384.7323943805457,390.6526726908798,377.715290408783,382.9324340820313,1098003
2015-02-09,384.05748662649455,384.05748662649455,371.2607023192599,379.1356506347656,39512
2015-02-10,378.2777584384991,400.215048754869,377.1809059925099,394.5198059082031,147675
2015-02-11,393.1980251708597,399.3713954484989,388.40276146539605,396.8823547363281,133000
2015-02-12,408.6524433818559,413.4336510783006,400.7775241025871,404.5462341308594,284621
2015-02-13,406.3886309316901,412.0276309592419,394.379359814837,397.26214599609375,997062
2015-02-16,398.5416418383441,404.34940243084895,394.5901137463353,396.72760009765625,281550
2015-02-18,397.683824342238,399.3712936841836,390.37138566889575,397.58538818359375,163528
2015-02-19,398.1761311130957,421.8712240186944,396.5730159557539,407.9635314941406,462984
2015-02-20,409.2149573563572,458.3770051502528,409.2009027115632,443.3161926269531,1910306
2015-02-23,445.4958784661961,464.0582022653141,439.0271744266553,450.9801940917969,1003046
2015-02-24,451.7990915648277,454.2839680410591,423.561648342026,445.318603515625,587228
2015-02-25,443.8927639729053,458.49150569040137,439.36063794967873,444.7257690429688,414828
2015-02-26,446.1516545101231,456.571284418178,424.1264540555928,428.6020812988281,1176306
2015-02-27,428.6445256881077,444.73986454966143,425.83488071484174,439.0076599121094,392818
2015-03-02,435.1390804511344,437.6663441758248,429.5480668973798,435.1249694824219,150431
2015-03-03,428.0796997655576,438.8099330464315,428.0796997655576,430.1692810058594,133959
2015-03-04,432.0329444067407,435.5202654482134,416.5729249423022,419.5802307128906,235731
2015-03-05,421.02025448923786,423.13805724622,408.3134110180221,418.521240234375,95662
2015-03-09,423.5617248311493,466.6662095147856,423.5617248311493,452.9004211425781,2707803
2015-03-10,455.72419400878886,489.9197577173183,454.9053269346787,473.5137634277344,1861565
2015-03-11,473.8244235722124,487.0960054921561,463.7154222189513,470.0829162597656,2661140
2015-03-12,471.5653920236298,471.5653920236298,461.03279314540873,462.0069885253906,1432578
2015-03-13,462.2469668736711,476.5350738617032,461.87986632585176,469.7863159179688,2242075
2015-03-16,468.1767127723808,475.490231077587,465.352958243556,470.5910339355469,3669478
2015-03-17,471.5512712521899,480.0366495284034,466.48268646779786,472.75140380859375,2579259
2015-03-18,474.3750302244529,500.9323594274737,469.5887725118412,473.3443908691406,1064996
2015-03-19,477.1987861378323,477.7070503309049,453.4652127166032,455.2159423828125,1110875
2015-03-20,456.006585387655,461.6117101717514,438.315819277063,455.1735534667969,1491421
2015-03-23,452.82984095623806,453.1968876930404,440.5606507424204,442.4949035644531,456093
2015-03-24,442.4808357391662,447.4929765614687,433.4448605181893,441.08306884765625,663990
2015-03-25,443.32785189420207,453.3944911095173,434.32010063899946,449.8648376464844,679921
2015-03-26,450.1048960647089,458.0113737325153,431.0870006005589,440.3347473144531,508031
2015-03-27,444.7398027336684,447.7329706916431,437.6804407855149,439.9253234863281,238065
2015-03-30,437.6805147557067,441.6196299093828,429.7740355777525,437.3557739257813,555893
2015-03-31,439.3465117805813,451.7992275593156,434.8567457541083,447.25299072265625,674846
2015-04-01,446.8151999249673,459.5079606952063,440.7865047979365,446.9563903808594,569625
2015-04-06,443.41260287055337,461.6822387047589,443.41260287055337,454.6793212890625,247843
2015-04-07,454.608773767023,465.9178521975319,454.608773767023,463.5600280761719,279631
2015-04-08,465.9037845630194,477.2128640453596,458.06788837493366,473.3019714355469,302721
2015-04-09,474.3748576066069,484.27208330335066,474.3748576066069,478.4692993164063,340828
2015-04-10,476.8457804927284,481.44848773238897,467.4144827926448,471.41009521484375,363487
2015-04-13,472.1442135788937,482.295545924614,470.4358171781624,472.6383666992188,247803
2015-04-15,476.64805238090565,489.0725433780721,472.0595106122122,474.445556640625,374703
2015-04-16,474.4596972664687,485.5428930715827,464.5201361625971,471.2547302246094,1026809
2015-04-17,475.5186261201093,478.62476261849343,468.7698670354576,474.629150390625,238218
2015-04-20,475.8151477489739,478.34241155383165,448.9754381023626,454.7923889160156,581175
2015-04-21,455.7524305169288,467.24511501194286,454.3405795456734,462.5011901855469,332331
2015-04-22,464.4918541822622,465.3954947003893,452.1097493355937,456.0065307617188,641884
2015-04-23,458.2937182173641,468.7274855708477,449.5542363376493,453.7333984375,609165
2015-04-24,456.03475243980176,458.81617497236266,429.20918351910655,439.43115234375,2463375
2015-04-27,444.4573928139868,463.0941028333018,444.4573928139868,453.3522033691406,813815
2015-04-28,451.2343221476551,472.82183764749846,451.2343221476551,467.2873229980469,602215
2015-04-29,467.047398669538,471.5512210489106,455.3994410243382,463.6871032714844,402409
2015-04-30,464.1812423928269,468.7416162228597,454.9052740912564,463.3058776855469,342843
2015-05-04,461.6965537138108,489.9199003534317,457.65860718518,484.4136047363281,356084
2015-05-05,482.2955573906742,527.757860975998,482.2955573906742,500.67816162109375,795265
2015-05-06,498.3909869043448,500.93236173943137,484.469923048028,488.197265625,482490
2015-05-07,487.94315390258544,489.0726238926404,474.6856289427841,477.2552795410156,313925
2015-05-08,485.6558429879984,492.9834748365458,474.9538585667388,477.33990478515625,525506
2015-05-11,477.5233587156402,484.13095284643686,477.5233587156402,481.5330810546875,157121
2015-05-12,484.2439896908487,484.2439896908487,475.02446484796064,479.9377746582031,368575
2015-05-13,494.4799005173805,515.3191552389917,494.4799005173805,504.9136657714844,3334490
2015-05-14,504.9137507367736,524.9340881888685,497.2614059991525,504.0807189941406,1825406
2015-05-15,503.54421369866645,504.2783609314228,495.8494824979717,498.885009765625,903265
2015-05-18,502.6264007159169,505.46426639700456,491.6138165641004,493.9010314941406,611934
2015-05-19,493.8447125377563,497.65677429103926,490.2444230165466,493.4635009765625,348178
2015-05-20,500.113484199773,513.6815581007384,496.42847460822,498.1368713378906,866784
2015-05-21,498.13680326145663,504.0666410367197,490.4844580227197,491.4444885253906,659531
2015-05-22,492.729451578723,500.3394664619639,488.5079550284788,491.4305419921875,865000
2015-05-25,487.2513047527014,494.3388886658942,487.2513047527014,489.8915100097656,1419046
2015-05-26,496.6967090729225,512.5096646956234,492.1787217521508,494.15533447265625,2520893
2015-05-27,494.1553564572092,501.25705159878186,486.2488513647764,490.38568115234375,1383353
2015-05-28,489.42558594753785,492.48933573340486,465.4943528042942,476.69049072265625,1487987
2015-05-29,487.6608910731418,527.7580818186193,470.9301785570859,515.615966796875,20149453
2015-06-01,502.7677525407136,549.9807350647686,484.7946343259567,501.18646240234375,2626940
2015-06-02,502.6266668049071,511.0979354405873,484.2723322156049,488.4656066894531,633912
2015-06-03,485.9948922789678,491.2329177956804,481.73100863178166,483.1429138183594,260809
2015-06-04,484.554551014957,507.9916281682234,483.46741412398455,493.18109130859375,411878
2015-06-05,488.7903206111664,491.755294255923,483.5664066272991,488.4656066894531,379118
2015-06-08,485.9805582521702,488.9878098949046,477.57990128843454,481.4342956542969,168878
2015-06-09,479.02018805298826,489.91983621635273,471.5655019426109,480.149658203125,235196
2015-06-10,483.9617716495369,484.2723746268997,475.0246247352585,480.008544921875,582384
2015-06-11,482.8743712845315,485.62751752150655,468.7415395724207,475.2079162597656,421768
2015-06-12,475.659768107884,503.75605114433966,468.8827873937615,492.7857971191406,294812
2015-06-15,494.4376368275524,495.8777632344542,485.8393190012968,488.67718505859375,158765
2015-06-16,488.5219204789733,490.5973635477154,472.6806912578272,476.5915832519531,382828
2015-06-17,481.5472835710278,485.4017321663434,470.294702231815,472.3277587890625,575565
2015-06-18,474.389137990487,477.7776556849692,468.755791280571,472.75140380859375,153990
2015-06-19,474.3890808930842,479.7542108224924,465.9178684644651,469.87109375,290531
2015-06-22,471.0146284528132,488.22537347660176,466.8354669961552,484.5968627929688,546612
2015-06-23,488.5078629575754,490.11742905938985,471.5654360618097,473.1043395996094,224831
2015-06-24,476.0833484101552,476.0833484101552,466.764993548613,471.2123718261719,340259
2015-06-25,471.282980046398,479.3165367307886,471.282980046398,477.2269287109375,388284
2015-06-26,476.3657902826852,481.6179252265198,470.4782847272402,472.04541015625,72390
2015-06-29,459.15493320309673,475.2361558704813,458.91493907014205,473.86663818359375,281431
2015-06-30,476.93045852765255,478.90707118340976,471.56538242164174,473.8102111816406,457818
2015-07-01,473.8243871341836,493.44940447525033,473.7961113393978,485.3170166015625,479931
2015-07-02,488.2254934138764,501.97711656663614,487.0959696610577,492.0516662597656,339290
2015-07-03,493.0258776078447,499.8029133671809,488.804381622368,491.7975769042969,160962
2015-07-06,487.9289093314019,499.3792050336441,485.6699158618224,496.68255615234375,184946
2015-07-07,496.6966449192647,513.4131850752696,496.4142640158569,506.5938720703125,547087
2015-07-08,496.9932433936327,506.7492552563068,496.9932433936327,502.86663818359375,738303
2015-07-09,506.0151728892221,512.9757056630684,498.8428678298325,508.35888671875,501062
2015-07-10,508.2739802657757,508.2739802657757,472.991287046681,485.246337890625,250400
2015-07-13,487.6324509279669,491.3315711656708,483.2132943130773,486.9124145507813,87128
2015-07-14,487.66076301667255,511.6626057268531,487.66076301667255,497.3038330078125,255696
2015-07-15,502.6265707838612,509.6577110979363,498.5321816104054,501.4971008300781,158453
2015-07-16,502.6123400170002,534.8171718018557,502.2876262347156,530.2285766601562,1595181
2015-07-17,535.6642548646123,535.6642548646123,518.1429600360051,520.9102172851562,153931
2015-07-20,524.1011180348411,533.6877434622725,522.4492730391147,524.6094360351562,94915
2015-07-21,530.2993063992669,530.2993063992669,502.6265657185524,503.3748779296875,201437
2015-07-22,503.7703593463473,512.3545705936219,486.2490009466671,492.3765563964844,325009
2015-07-23,473.541901923854,482.86025536696,463.0940249804224,467.2449645996094,1104309
2015-07-24,467.3297226341252,477.9752629055395,457.9266476865863,459.74798583984375,675431
2015-07-27,465.63543237560833,465.63543237560833,447.50698822158535,449.8224792480469,606537
2015-07-28,449.8366520912839,452.61802081190353,441.9160365426899,444.1609191894531,420668
2015-07-29,445.8552193541729,465.9179207162375,444.2033203578443,457.3760986328125,523281
2015-07-30,464.7884124154716,471.283067005501,459.14095459376006,463.334228515625,516546
2015-07-31,467.1885035902597,471.5370509191793,458.8584556260863,463.6023254394531,282821
2015-08-03,464.5059630775083,473.2595554059349,459.8467590883892,468.19091796875,277075
2015-08-04,468.19103593829874,476.3658114280184,457.7290446343065,470.2664794921875,334815
2015-08-05,468.14862762510535,472.94899556904,455.18765033407806,458.1384582519531,523993
2015-08-06,460.2702874567082,470.1534030229197,458.8584368866695,467.4143676757813,500978
2015-08-07,467.4709289202968,468.0356907685157,456.04885482521627,457.7713623046875,238546
2015-08-10,458.08198506942193,465.1554578709779,456.0488746426784,462.0069885253906,206175
2015-08-11,463.0941547286798,478.34240310341113,463.0941547286798,472.04541015625,379056
2015-08-12,471.8478100938269,472.1160801139206,452.5616677619078,454.8771057128906,398996
2015-08-13,456.0347533234237,468.7416258788252,456.0347533234237,460.70806884765625,407553
2015-08-14,448.9753963813212,458.8585135998176,433.93897524785865,456.9948425292969,632865
2015-08-17,458.8586251953009,465.070845654978,451.2344997275138,463.263671875,175903
2015-08-18,467.3155593017225,467.8944320662394,457.4466080899111,460.8491821289063,189015
2015-08-19,463.06587921535146,464.91543924323,457.4466442953242,459.1690979003906,193528
2015-08-20,458.8584884129125,459.39497445500336,445.7845427718746,450.3731384277344,636015
2015-08-21,443.3420670068549,451.799196355141,438.1040429101848,440.6030578613281,2153609
2015-08-24,436.2121074354816,436.2121074354816,416.530618347609,423.49114990234375,1143543
2015-08-25,429.2091549877099,429.2091549877099,408.0310714166453,409.7394409179688,2469240
2015-08-26,410.3324836460916,415.0904922641737,392.7829087737597,409.34417724609375,812465
2015-08-27,412.932507284858,427.6315466850819,412.932507284858,422.4911193847656,2034387
2015-08-28,431.62490211836246,433.2958913699055,403.0340129488573,405.5404968261719,1162987
2015-08-31,408.65594931325467,420.4378486643633,398.74331854133806,403.6004943847656,7960528
